"year","region","sales","charingPoints","stock","stockShare","salesShare"
2013,"United States of America ",97000,97000,172000,0.0780000016093254,0.740000009536743
2014,"Australia",1320,1320,1880,0.017000000923872,0.159999996423721
2014,"Belgium",2153,2153,4270,0.313500001560897,0.902000000700355
2014,"Brazil",61,61,61,0.00018000000272877,0.00219999998807907
2014,"Canada",5000,5000,10700,0.0520000010728836,0.340000003576279
2014,"Chile",17,17,33,0.00130000000353902,0.00680000009015202
2014,"China",96850,96850,126990,0.939600021345541,6.53679990209639
2014,"Denmark",1639,1639,3390,0.315999997779727,1.02000002563
2014,"Finland",440,440,930,0.0399999991059303,0.409999996423721
2014,"France",17640,17640,48280,0.607000006362796,2.69999998807907
2014,"Germany",13420,13420,28202,0.151000000536442,0.729999989271164
2014,"Greece",39,39,42,0.00082000001566484,0.0549999997019768
2014,"Iceland",237,237,387,0.387000001966953,2.8099998831749
2014,"India",1000,1000,3400,0.0130000002682209,0.0379999987781048
2014,"Italy",1610,1610,5324,0.0616000015288591,0.330000005662441
2014,"Japan",33006,33006,117419,0.234300001524389,0.870000023394823
2014,"Korea",1303,1303,2720,0.0185000009369105,0.0978000024333596
2014,"Mexico",48,48,150,0.00076000002445653,0.00490000005811452
2014,"Netherlands",15311,15311,45268,1.58499999344349,7.16700002551079
2014,"New Zealand",320,320,475,0.278999989852309,0.140000000596046
2014,"Norway",20260,20260,35860,1.62999999523163,15.8999999761581
2014,"Poland",209,209,0,0,0.0253999992273748
2014,"Portugal",223,223,1346,0.0299999993294477,0.23200000077486
2014,"South Africa",15,15,49,0.00082999997539445,0.00340000004507601
2014,"Spain",2121,2121,4330,0.0320000015199184,1.10999999940395
2014,"Sweden",4880,4880,7941,0.392000004649162,2.06999999284744
2014,"Switzerland",2952,2952,5800,0.21399999409914,1.13999998569489
2014,"United Kingdom",15570,15570,27177,0.245000008493662,1.39599999599159
2014,"United States of America ",118000,118000,290000,0.129999995231628,0.889999985694885
2015,"Australia",1760,1760,3600,0.0320000015199184,0.200000002980232
2015,"Belgium",3968,3968,7769,0.592199998907745,0.889999978244305
2015,"Brazil",87,87,148,0.00041999999666586,0.00410000002011656
2015,"Canada",7006,7006,17705,0.086170002919971,0.452099988004193
2015,"Chile",36,36,69,0.00260000000707805,0.017000000923872
2015,"China",330800,330800,459317,3.35199999436736,28.0000000298023
2015,"Denmark",4965,4965,9186,0.61399999819696,3.30000007152557
2015,"Finland",680,680,1580,0.06700000166893,0.629999995231628
2015,"France",27661,27661,76220,0.847999997437,3.49000006914139
2015,"Germany",24002,24002,52804,0.239999994635582,1.15000003576279
2015,"Greece",77,77,119,0.00230000005103647,0.100000001490116
2015,"Iceland",569,569,965,0.74099999666214,4.10999989509583
2015,"India",450,450,4400,0.0149999996647239,0.017000000923872
2015,"Italy",2560,2560,7804,0.0790000027045608,0.459999993443489
2015,"Japan",24832,24832,141321,0.275000000372529,0.685000001452863
2015,"Korea",3370,3370,6090,0.0386999984038994,0.233899998711422
2015,"Mexico",99,99,247,0.00120000005699694,0.00850000046193599
2015,"Netherlands",43722,43722,89116,2.72400000691414,15.4880003966391
2015,"New Zealand",500,500,975,0.281999994069338,0.200000002980232
2015,"Norway",34710,34710,70300,3.18000009655952,24.0999999046326
2015,"Poland",355,355,450,0.00219999998807907,0.0409999992698431
2015,"Portugal",1168,1168,2490,0.0540000014007092,0.75
2015,"South Africa",240,240,280,0.00469999993219971,0.0579999983310699
2015,"Spain",2622,2622,6900,0.0549999997019768,0.635999985039234
2015,"Sweden",8941,8941,15832,0.709999993443489,4.1100001335144
2015,"Switzerland",5850,5850,11640,0.379999995231628,2.19000005722046
2015,"United Kingdom",30067,30067,54310,0.458000004291534,1.62630001967773
2015,"United States of America ",114000,114000,4e+05,0.180000007152557,0.77999997138977
2016,"Australia",1370,1370,5000,0.0430000014603138,0.150000005960464
2016,"Belgium",9541,9541,17021,0.926000025123358,1.93000004626811
2016,"Brazil",177,177,325,0.00089999998454004,0.00999999977648258
2016,"Canada",11605,11605,29005,0.140160000592005,0.811000019311905
2016,"Chile",31,31,100,0.00359999993816018,0.0130000002682209
2016,"China",477505.099999905,477505.099999905,946017,5.85200001299381,32.0900000631809
2016,"Denmark",1913,1913,10619,0.669000009074807,1.60000001266599
2016,"Finland",1420,1420,3266,0.609999999403954,1.20000004768372
2016,"France",35284,35284,112351,1.13600000552833,4.5
2016,"Germany",26641,26641,79434,0.679999992251396,4.98199996910989
2016,"Greece",97,97,218,0.00410000002011656,0.119999997317791
2016,"Iceland",1180,1180,2165,1.21200001239777,6.37999987602234
2016,"India",730,730,4800,0.0160000007599592,0.0260000005364418
2016,"Italy",3619,3619,11442,0.147000001743436,1.94469996774569
2016,"Japan",24728,24728,160629,0.317000000737607,0.67799998447299
2016,"Korea",5074,5074,10664,0.0712999977404252,0.386400011368096
2016,"Mexico",770,770,1030,0.00480000022798776,0.0560000017285347
2016,"Netherlands",23344,23344,113923,3.84300002083182,15.1399996131659
2016,"New Zealand",1540,1540,2425,0.340000003576279,0.569999992847443
2016,"Norway",45653,45653,116013,5.20799979567528,31.6199999451637
2016,"Poland",727,727,780,0.00490000005811452,0.0658000011462718
2016,"Portugal",1854,1854,4300,0.0890000015497208,0.930000007152557
2016,"South Africa",380,380,660,0.0109999999403954,0.100000001490116
2016,"Spain",4380,4380,11400,0.0879999995231628,1.67200000584126
2016,"Sweden",13095,13095,28167,1.24000000953674,8.2870002835989
2016,"Switzerland",6195,6195,17535,0.534900001250207,2.29999998956919
2016,"United Kingdom",39386,39386,92600,0.733000010251999,4.33599989116192
2016,"United States of America ",160000,160000,570000,0.25,1
2017,"Australia",2300,2300,7300,0.0610000006854534,0.259999990463257
2017,"Belgium",15133,15133,31438,1.37969999015331,3.10000005364418
2017,"Brazil",318,318,680,0.00190000003203749,0.017000000923872
2017,"Canada",16711,16711,46005,0.210149993450614,1.17000000178814
2017,"Chile",135,135,231,0.00800000037997961,0.0489999987185001
2017,"China",776980,776980,1686017,8.31599982082844,37.759999871254
2017,"Denmark",1405,1405,11329,0.667999992147088,0.869999963790178
2017,"Finland",3148,3148,7354,1.25,3.22899998724461
2017,"France",44023,44023,153961,1.368000023067,3.9718999392353
2017,"Germany",58529,58529,120264,0.950000002980232,3.63000005483627
2017,"Greece",193,193,410,0.00769999995827674,0.219999998807907
2017,"Iceland",3080,3080,5197,2.44999999552965,13.3600000143051
2017,"India",920,920,7000,0.0209999997168779,0.0309999994933605
2017,"Italy",5458,5458,16652,0.174999997019768,1.44999998621643
2017,"Japan",54330,54330,207929,0.393000013194978,1.1140000037849
2017,"Korea",14670,14670,25384,0.156600006041117,0.939999997615814
2017,"Mexico",1200,1200,2230,0.00999999977648258,0.0900000035762787
2017,"Netherlands",10940,10940,121600,4.40800002217293,17.2099999785423
2017,"New Zealand",3441,3441,5966,0.459999993443489,1.22200004756451
2017,"Norway",62790,62790,182943,8.02269981708378,42.5320000015199
2017,"Poland",1628,1628,1700,0.00999999977648258,0.141999997198582
2017,"Portugal",4593,4593,8799,0.296299999114126,3.22999995946884
2017,"South Africa",198,198,860,0.0130000002682209,0.0529999993741512
2017,"Spain",8415,8415,19542,0.341000005602837,1.48800001945347
2017,"Sweden",20612,20612,44994,1.79119999171235,6.3699999153614
2017,"Switzerland",8582,8582,26417,0.766600005328655,3.31800002977252
2017,"Thailand",0,0,0,0,0
2017,"United Kingdom",49346,49346,141400,0.977000005543232,3.93999990820885
2017,"United States of America ",194000,194000,760000,0.340000003576279,1.20000004768372
2018,"Australia",3600,3600,10900,0.0890000015497208,0.419999986886978
2018,"Belgium",13877,13877,45185,1.83199999295175,4.14889995567501
2018,"Brazil",301,301,1050,0.00279999990016222,0.0149999996647239
2018,"Canada",44019,44019,90024,0.420150005520554,2.97000005841255
2018,"Chile",178,178,410,0.0130000002682209,0.0560000017285347
2018,"China",1294000,1294000,2891617,10.8840001896024,40.8999998569489
2018,"Denmark",4826,4826,16121,0.898999975994229,2.98999988660216
2018,"Finland",5737,5737,15702,1.59999999403954,5.25
2018,"France",55196,55196,204961,1.77900001965463,6.10900014266372
2018,"Germany",72398,72398,194287,1.29029996186728,5.20319992839359
2018,"Greece",332,332,734,0.0186000005342066,0.770000010728836
2018,"Iceland",3741,3741,8961,4.18999996781349,26.700000166893
2018,"India",920,920,7900,0.0219999998807907,0.0299999993294477
2018,"Italy",10470,10470,27016,0.278999999165535,2.24999997019768
2018,"Japan",50290,50290,238239,0.463000010699034,1.05299999564886
2018,"Korea",59750,59750,61030,0.366900004446507,4.07599995285273
2018,"Mexico",1800,1800,4030,0.0189999993890524,0.140000000596046
2018,"Netherlands",28638,28638,146720,5.81600008904934,26.7700001448393
2018,"New Zealand",5611,5611,11477,0.71000000834465,2.30999997258186
2018,"Norway",74841,74841,251784,11.4427000274882,57.5
2018,"Poland",2214,2214,2800,0.0160000007599592,1.31200002133846
2018,"Portugal",8562,8562,17365,0.536999991163611,6.74000012874603
2018,"South Africa",148,148,1010,0.0149999996647239,0.0399999991059303
2018,"Spain",13362,13362,33010,0.509999997913837,3.45999997854233
2018,"Sweden",31663,31663,68852,2.73479998949915,16.1999998092651
2018,"Switzerland",9790,9790,36007,1.05499999132007,4.2600000500679
2018,"Thailand",0,0,0,0,0
2018,"United Kingdom",52463,52463,189870,1.30099999904633,4.25999987125397
2018,"United States of America ",360000,360000,1120000,0.490000009536743,2
2019,"Australia",9200,9200,20600,0.159999996423721,1.20000004768372
2019,"Belgium",18168,18168,61649,2.38200004957616,7.41000008583069
2019,"Brazil",1940,1940,2990,0.00779999978840351,0.0839999988675117
2019,"Canada",51049,51049,141073,0.703139994162484,3.99000006914139
2019,"Chile",300,300,640,0.0199999995529652,0.109999999403954
2019,"China",1202000,1202000,4155017,12.7100000232458,37.3699998855591
2019,"Denmark",9766,9766,27185,1.81999996118248,13.539999820292
2019,"Finland",8000,8000,30175,3.72579999873415,14.9369999952614
2019,"France",70308,70308,283931,2.19899994693696,8.82799995318055
2019,"Germany",113630,113630,262754,1.86400003358722,7.9400000423193
2019,"Greece",492,492,1226,0.030799999833107,0.779999986290932
2019,"Iceland",2674,2674,11926,5.4700001180172,26.5
2019,"India",687,687,8607,0.0230000000447035,0.0240000002086162
2019,"Italy",18569,18569,45450,0.770499973499682,2.95000000670552
2019,"Japan",39528,39528,268747,0.514000007882714,0.88400000333786
2019,"Korea",37310,37310,99520,0.635999979451299,3.27999992668629
2019,"Mexico",720,720,4700,0.0230000000447035,0.063000001013279
2019,"Netherlands",69247,69247,211510,10.2000001296401,58.2799999415874
2019,"New Zealand",7017,7017,18352,1.02699998021126,4.13999997079372
2019,"Norway",81030,81030,336712,16.1025999046396,79.6999998092651
2019,"Poland",4441,4441,9744,0.198799993144348,1.4770999988541
2019,"Portugal",12925,12925,30590,0.820000015199184,8.74999982118607
2019,"South Africa",232,232,1240,0.0179999992251396,0.0640000030398369
2019,"Spain",19106,19106,51617,0.760690005379729,5.14999999478459
2019,"Sweden",42550,42550,101217,4.59299998357892,25.4000000953674
2019,"Switzerland",17925,17925,53642,1.55900002084672,7.84999994933605
2019,"Thailand",0,0,0,0,0
2019,"United Kingdom",78550,78550,271570,1.76399999856949,5.66099994629622
2019,"United States of America ",325000,325000,1450000,0.629999995231628,2.09999990463257
2020,"Australia",6900,6900,27000,0.219999998807907,1.10000002384186
2020,"Belgium",48492,48492,107104,3.33199990354478,13.3100000396371
2020,"Brazil",2480,2480,5400,0.0140000004321337,0.150000005960464
2020,"Canada",54070,54070,215277,1.2016399751883,6.60769978538156
2020,"Chile",189,189,830,0.0260000005364418,0.100000001490116
2020,"China",3829560,3829560,16210731,41.1600000634789,90.2100002914667
2020,"Denmark",32638,32638,63869,3.35199993103743,19.7999999821186
2020,"Finland",17399,17399,56431,5.95999990776181,28.2700001448393
2020,"France",194106,194106,473190,3.29999997094274,16.5140000004321
2020,"Germany",399850,399850,660620,3.38499998301268,23.499999910593
2020,"Greece",2197,2197,3343,0.0837999982759356,3.55999989807606
2020,"Iceland",5052,5052,16576,7.62000006437302,57.1999998092651
2020,"India",9429,9429,36150,0.0899999979883432,0.389999985694885
2020,"Indonesia",0,0,0,0,0
2020,"Italy",60213,60213,106027,1.02459998102859,6.56500016897917
2020,"Japan",31210,31210,309957,0.592000011354685,0.939999982714653
2020,"Korea",55400,55400,168920,3.28700003772974,10.200000166893
2020,"Mexico",2510,2510,7200,0.0359999984502792,0.310000002384186
2020,"Netherlands",90122,90122,297686,16.3000000119209,99.1599999666214
2020,"New Zealand",5520,5520,23967,1.25500002503395,4.61999998986721
2020,"Norway",108447,108447,500283,24.333999954164,105.099999815226
2020,"Poland",10645,10645,20269,0.359800000907853,6.35999977588654
2020,"Portugal",20370,20370,51160,1.27400002628565,17.33000010252
2020,"South Africa",242,242,1470,0.0219999998807907,0.0979999974370003
2020,"Spain",43656,43656,96272,1.04170002148021,8.2410000488162
2020,"Sweden",96078,96078,183311,8.23399993032217,48.5299998223782
2020,"Switzerland",33912,33912,89524,2.60199996270239,17.3990000449121
2020,"Thailand",0,0,0,0,0
2020,"United Kingdom",183164,183164,456330,2.68299998342991,16.8159999530762
2020,"United States of America ",882000,882000,5220000,2.30999994277954,6.60000014305115
2021,"Australia",20400,20400,48000,0.389999985694885,2.79999995231628
2021,"Belgium",70806,70806,174791,4.72300009801984,22.1360000222921
2021,"Brazil",7200,7200,12700,0.0329999998211861,0.469999998807907
2021,"Canada",92450,92450,308637,1.88064005482011,12.0999999046326
2021,"Chile",570,570,1400,0.0430000014603138,0.189999997615814
2021,"China",10454580,10454580,26633190,53.0100000053644,145.619999706745
2021,"Denmark",68067,68067,148770,7.83999984711409,76.2099999189377
2021,"Finland",30570,30570,101261,6.48949981015176,83.9660000950098
2021,"France",323480,323480,793070,4.91600009612739,30.9800001978874
2021,"Germany",703997,703997,1321260,3.03399995714426,40.4099997133017
2021,"Greece",7102,7102,10442,0.210000002756715,7.90000009536743
2021,"Iceland",9201,9201,26034,10.0499996244907,72.2399999946356
2021,"India",36123,36123,69273,0.177000001072884,1.13999998569489
2021,"Indonesia",0,0,0,0,0
2021,"Italy",141572,141572,240607,1.56550003215671,13.8320000730455
2021,"Japan",45890,45890,351057,0.671999972313643,1.15000000596046
2021,"Korea",119700,119700,287600,5.24000014364719,19.8999998569489
2021,"Mexico",4300,4300,11500,0.0570000000298023,0.5
2021,"Netherlands",97361,97361,400734,20.5100001096725,80.4000002145767
2021,"New Zealand",10578,10578,34448,1.64500001817942,8.97000014781952
2021,"Norway",149769,149769,641770,33.3300002813339,101.800000190735
2021,"Poland",18865,18865,40376,0.590000003576279,7.22999980859458
2021,"Portugal",29382,29382,80582,1.83999998867512,23
2021,"South Africa",271,271,1740,0.0260000005364418,0.0890000015497208
2021,"Spain",70578,70578,165535,1.57370003755204,16.6750000268221
2021,"Sweden",138706,138706,309292,12.3840000703931,50.5000000968575
2021,"Switzerland",55377,55377,143001,4.22699993103743,32.6900001168251
2021,"Thailand",0,0,0,0,0
2021,"United Kingdom",324877,324877,781100,4.29999992996454,34.7900000810623
2021,"United States of America ",1890000,1890000,6060000,2.69999992847443,13.7999997138977
2025,"China",18962000,18962000,84066000,83.6899999976158,228
2025,"India",909179.059999999,909179.059999999,1758412.70000005,7.81420000176877,43.5100000053644
2025,"United States of America ",3964120,3964120,17471670,19.8400000035763,80
2030,"China",23116200,23116200,191819000,151,347
2030,"India",6734458.4000001,6734458.4000001,20203250,45.8599999845028,132
2030,"United States of America ",12638000,12638000,63801000,84,235
